3/24/2021,131,131,128,128
3/22/2021,130,132,130,132
3/19/2021,128,129,127,128
3/16/2021,130,133,130,133
3/10/2021,129,131,129,131
3/8/2021,123,129,123,129
3/5/2021,124,127,122,127
3/4/2021,127,128,123,124
3/3/2021,131,132,127,127
3/2/2021,133,133,130,131
2/25/2021,132,132,126,126
