"2021-03-24",131,131,128,128
"2021-03-22",130,132,130,132
"2021-03-19",128,129,127,128
"2021-03-16",130,133,130,133
"2021-03-10",129,131,129,131
"2021-03-08",123,129,123,129
"2021-03-05",124,127,122,127
"2021-03-04",127,128,123,124
"2021-03-03",131,132,127,127
"2021-03-02",133,133,130,131
"2021-02-25",132,132,126,126
